名称,价格（元/晚）,地址,特点,已购人数,评分,收藏,简评,评价
Xbed互联网民宿(西安盛龙广场店),153,"[北关/龙首村]
西安未央区未央大道80号盛龙广场2号地B区五单元14楼


地图",地铁周边,12,3.0?,6,一般般,吃饭方便
西安欣欣公寓酒店中贸广场店,152,"[小寨/历史博物馆]
西安碑林区中贸广场15号楼3单元20层


地图",地铁周边,2,2.0?,13,一般般,吃饭方便
西安鲨鱼电竞公寓,178,"[西安高铁站火车北站/西安市政中心]
未央路双威迎宾广场9号楼1602室


地图",地铁周边,3,5.0?,15,棒极了,吃饭方便
西安万科可做饭家庭公寓陕师大店,101,"[长安区]
樱花一路万科燕园九号楼一单元3302


地图",大学周边,10,2.4?,16,一般般,吃饭方便
西安优点公寓,131,"[城南/小雁塔旅游区]
黄雁村华豪丽晶3号楼二单元1002室


地图


街景",大学周边,1,5.0?,17,棒极了,吃饭方便
西安521情侣主题公寓酒店龙首原地铁站店,184,"[北关/龙首村]
西安未央区龙首村未央路公园壹号1号楼1408室


地图",地铁周边,11,2.9?,19,一般般,吃饭方便
西安京都酒店,104,"[长安区]
引镇火车南站西北角


地图",火车站周边,25,2.4?,20,一般般,吃饭方便
西安京都酒店,104,"[长安区]
引镇火车南站西北角


地图",火车站周边,25,2.4?,6,一般般,吃饭方便
西安象一民宿,285,"[钟鼓楼/回民街/市中心]
南门外东侧珠江时代广场A座605室


地图",大学周边,4,3.0?,7,一般般,吃饭方便
西安紫宸轩公寓酒店,538,"[未央区]
太华路与太元路十字向西100米


地图",商务出行,139,4.1?,9,挺好哒,服务态度好
西安温馨宾馆小雁塔省人民医院店,57,"[城南/小雁塔旅游区]
西安市碑林区含光路华豪丽晶2号楼20层2004室


地图


街景",大学周边,6,3.4?,10,一般般,吃饭方便
西安尼莫主题酒店,144,"[西安市高新技术开发区]
嘉天smart2栋A单元4楼418


地图


街景",浪漫情侣,168,4.0?,15,挺好哒,老板热情
西安阳光度假公寓,253,"[城东/交通大学]
东关南街8号


地图",大学周边,5,3.2?,7,一般般,吃饭方便
都市118连锁酒店(西安明城墙西门外水司店),145,"[西稍门/机场大巴站]
莲湖区丰庆路13号(西安市汽车站旁)


地图",大学周边,15,3.2?,8,一般般,吃饭方便
西安西京归园公寓,64,"[城东/西京医院/小商品批发市场]
丹尼尔文体城2单元21楼04号


地图


街景",地铁周边,3,2.7?,12,一般般,吃饭方便
杜城快捷宾馆(西安欧亚学院店),55,"[雁塔区]
电子正街欧亚学院旁


地图",大学周边,11,1.1?,17,一般般,吃饭方便
西安静美假日公寓,64,"[城南/小雁塔旅游区]
华豪丽晶1号楼502室


地图",大学周边,1,5.0?,20,棒极了,吃饭方便
西安唯尚影咖主题宾馆,154,"[雁塔区]
东三爻堡新村长安南路中国石化加油站旁


地图",地铁周边,26,3.2?,2,一般般,性价比高
西安友民招待所,89,"[城南/小雁塔旅游区]
南稍门秦埔公寓一层2号红会医院西侧


地图


街景",地铁周边,2,4.0?,5,挺好哒,吃饭方便
西安安然酒店(原宝玥酒店),135,"[北关/龙首村]
龙首北路西段59号


地图",会议酒店,5,5.0?,7,棒极了,前台热情
西安私奢品质酒店,185,"[城南/李家村万达广场]
南关正街中贸广场5号楼1单元1702


地图",地铁周边,12,5.0?,9,棒极了,吃饭方便
西安平凡之路青年旅社,33,"[钟鼓楼/回民街/市中心]
甜水井巷含光门里双仁府小区2号楼5单元203


地图",大学周边,85,5.0?,11,棒极了,老板热情
凯瑟琳主题酒店(西安北客站高铁北苑店),66,"[西安高铁站火车北站/西安市政中心]
凤城十二路63号


地图",地铁周边,27,3.7?,12,还不错,吃饭方便
华祥住宿(西安航天城地铁口店)(原皖安宾馆),38,"[长安区]
航天城地铁口C口


地图",地铁周边,8,2.0?,14,一般般,吃饭方便
西安斯维登服务公寓(大雁塔建科大新旅城),193,"[大雁塔/曲江旅游区]
建设西路65号(323医院对面)新旅城9-24楼


地图",大学周边,6,5.0?,16,棒极了,吃饭方便
西安栖居吧宾馆,135,"[西安市高新技术开发区]
高新六路北口西辛庄小区6-1


地图",地铁周边,9,3.1?,19,一般般,吃饭方便
西安贝勒公寓,135,"[省医院/小雁塔]
黄雁村华豪丽晶3号楼(省人民医院对面)


地图


街景",大学周边,4,5.0?,2,棒极了,吃饭方便
西安丫丫公寓式酒店,193,"[小寨/历史博物馆]
朱雀大街132号阳阳国际C座702


地图",大学周边,17,4.3?,3,挺好哒,老板热情
西安凤城公寓酒店,130,"[西安高铁站火车北站/西安市政中心]
张家堡凤城七路66号华天大厦福宝园B座0402


地图",会议酒店,18,2.2?,5,一般般,吃饭方便
西安栖居吧宾馆,135,"[西安市高新技术开发区]
高新六路北口西辛庄小区6-1


地图",地铁周边,9,3.1?,8,一般般,吃饭方便
爱家公寓酒店(西安潘家村店),87,"[城南/小雁塔旅游区]
潘家村蔚蓝领寓11号1单元


地图",地铁周边,5,2.4?,11,一般般,吃饭方便
西安栖迟别苑公寓,199,"[北关/龙首村]
龙首原印象城5号楼602


地图",地铁周边,18,5.0?,12,棒极了,老板热情
西安悦居宾馆,50,"[大明宫万达/大明宫遗址公园]
新天地时代广场C座2层202


地图


街景",地铁周边,14,1.7?,15,一般般,吃饭方便
咸阳田雨宾馆,93,"[咸阳国际机场]
机场西侧300米


地图",机场周边,50,4.8?,20,棒极了,老板热情
西安罗夕和他的小伙伴公寓,115,"[长安区]
四季长安小区


地图",寺庙祈福,23,4.8?,2,棒极了,吃饭方便
都市MINI·精选酒店(西安北稍门店),165,"[北关/龙首村]
未央路10号秦岭国际后院小楼


地图",地铁周边,11,5.0?,3,棒极了,吃饭方便
西安紫鸳公寓酒店,83,"[城南/小雁塔旅游区]
华豪丽晶3号楼2单元1908


地图


街景",大学周边,3,2.7?,4,一般般,吃饭方便
西安平安公寓酒店,67,"[纺织城]
唐都医院东20米风尚东都小区(康泰酒店)楼上5楼509室


地图",地铁周边,1,5.0?,8,棒极了,吃饭方便
西安家豪快捷酒店,96,"[电子城/电子正街]
西安雁塔区电子五路精典四季花园门口


地图",交通枢纽,15,2.4?,10,一般般,吃饭方便
和雅宾馆(西安北稍门店),49,"[北关/龙首村]
北稍门十字方兴大厦704


地图


街景",地铁周边,9,5.0?,12,棒极了,吃饭方便
西安途乐青年旅舍,35,"[小寨/历史博物馆]
西安碑林区南稍门草场坡路西景致雅居小区三号楼一单元二楼3025室


地图",地铁周边,3,1.4?,14,一般般,吃饭方便
西安瑞鑫宾馆,76,"[赛高街区/凤城五路]
未央路138号中登大厦B座7楼


地图


街景",地铁周边,22,3.7?,17,还不错,吃饭方便
周至凯瑞商务酒店,105,"[周至县]
中心街金钟环广场西侧


地图",会议酒店,48,3.8?,5,还不错,吃饭方便
丹丹的家客栈(西安长兴南路竹园小区店),67,"[长安区]
西长安街长兴南路绿园十字向南100米


地图


街景",浪漫情侣,25,3.4?,7,一般般,吃饭方便
咸阳皇家祥宾馆,83,"[咸阳国际机场]
北社镇边防村B区第12排东一户


地图


街景",机场周边,154,4.8?,9,棒极了,老板热情
西安枫林快捷酒店,105,"[钟鼓楼/回民街/市中心]
北大街鸿达大厦7楼


地图


街景",地铁周边,55,3.5?,10,还不错,性价比高
西安棉花公寓酒店,248,"[小寨/历史博物馆]
永宁路大话南门小区5号楼1单元416室


地图",地铁周边,171,4.9?,11,棒极了,出行方便
西安瑞鑫宾馆,76,"[赛高街区/凤城五路]
未央路138号中登大厦B座7楼


地图


街景",地铁周边,22,3.7?,14,还不错,吃饭方便
西安斯是陋室青年旅舍,47,"[西安高铁站火车北站/西安市政中心]
凤城十二路汇通太古城三期慈云宏景6号楼一单元


地图",地铁周边,38,5.0?,1,棒极了,老板热情
西安二棵树宾馆,74,"[城东/西京医院/小商品批发市场]
兴庆路80号付12号


地图


街景",地铁周边,10,3.2?,3,一般般,吃饭方便
西安花儿客栈,38,"[大明宫万达/大明宫遗址公园]
凤城二路十字东北角天地时代广场C座612室


地图


街景",地铁周边,8,3.0?,4,一般般,吃饭方便
西安盛豪宾馆,51,"[市图书馆/凤城二路]
凤凰新城小区1号楼A座405


地图",地铁周边,13,2.2?,5,一般般,吃饭方便
西安好洁公寓,36,"[城东/西京医院/小商品批发市场]
丹尼尔文体城一单元5楼10504房


地图


街景",地铁周边,4,3.0?,10,一般般,吃饭方便
西安九儿青年旅社,23,"[北关/龙首村]
未央路23号大明公寓2单元20702室


地图",地铁周边,1,5.0?,11,棒极了,吃饭方便
西安超越宾馆环城西路店,62,"[钟鼓楼/回民街/市中心]
西安莲湖区玉祥门环城西路北段文化宫隔壁


地图",地铁周边,2,2.0?,18,一般般,吃饭方便
西安晶晶主题公寓酒店,142,"[北关/龙首村]
龙首村10字宫园壹号22层2208室


地图


街景",浪漫情侣,60,3.4?,19,一般般,老板热情
西安三优宾馆,66,"[城东/西京医院/小商品批发市场]
长乐西路44号丹尼尔公寓一单元9楼10907室


地图


街景",地铁周边,14,2.0?,20,一般般,吃饭方便
西安三优宾馆,66,"[城东/西京医院/小商品批发市场]
长乐西路44号丹尼尔公寓一单元9楼10907室


地图


街景",地铁周边,14,2.0?,2,一般般,吃饭方便
西安越阳酒店,123,"[大明宫万达/大明宫遗址公园]
凤城四路雅荷四季城4号楼2单元8楼


地图


街景",休闲度假,17,3.1?,3,一般般,老板热情
西安钟鼓楼客栈,228,"[钟鼓楼/回民街/市中心]
钟楼西北角100米宏府嘉会A座8050室 咖姆酒店乘坐电梯上8楼


地图


街景",地铁周边,1034,4.7?,7,棒极了,老板热情
西安丝路长安青年旅舍,29,"[钟鼓楼/回民街/市中心]
竹笆市街北口


地图",地铁周边,158,3.9?,9,还不错,离小吃街近
西安雁塔短租公寓,193,"[大雁塔/曲江旅游区]
乐游路后村嘉园小区1号楼204室


地图",地铁周边,75,4.3?,10,挺好哒,老板热情
易休太空舱连锁(西安南门城墙店)(原太空舱公寓南门店),36,"[钟鼓楼/回民街/市中心]
文艺北路凯撒宫北仁义东巷颐元阁B座1602室


地图


街景",地铁周边,617,4.9?,11,棒极了,老板热情
西安晶晶主题公寓酒店,142,"[北关/龙首村]
龙首村10字宫园壹号22层2208室


地图


街景",浪漫情侣,60,3.4?,1,一般般,老板热情
西安米花短租公寓,70,"[纺织城]
风尚东都高层公寓22-23楼


地图


街景",地铁周边,15,2.7?,5,一般般,吃饭方便
西安西京陕北公寓,45,"[城东/西京医院/小商品批发市场]
长乐西路44号丹尼尔文体城2单元10层21009


地图",地铁周边,2,2.0?,6,一般般,吃饭方便
西安华丽精品公寓,184,"[西安高铁站火车北站/西安市政中心]
未央路164号双威迎宾广场9号楼603室


地图",地铁周边,1,5.0?,8,棒极了,吃饭方便
西安澄悦宾馆,96,"[唐都医院/城东客运站]
唐都医院门前


地图",地铁周边,17,3.0?,11,一般般,吃饭方便
西安佳丽宾馆,52,"[城东/西京医院/小商品批发市场]
康复路(西京医院向西100米)马路对面西边


地图


街景",地铁周边,78,2.7?,12,一般般,老板热情
紫藤公寓酒店(西安阳阳国际店),203,"[小寨/历史博物馆]
阳阳国际广场C座802


地图


街景",大学周边,27,3.7?,13,还不错,吃饭方便
西安溪源山庄,172,"[临潼区]
兵马俑东3公里


地图",会议酒店,116,3.4?,17,一般般,环境优雅
西安长庆客栈,113,"[市图书馆/凤城二路]
豪盛花园c座1203室


地图


街景",地铁周边,8,3.0?,2,一般般,吃饭方便
西安丽缘公寓,36,"[城东/西京医院/小商品批发市场]
丹尼尔文体城1单元12楼13号


地图


街景",地铁周边,8,3.0?,11,一般般,吃饭方便
居家宾馆(西安凤城六路店),66,"[西安高铁站火车北站/西安市政中心]
凤城六路新界小区B座10楼


地图


街景",地铁周边,14,3.7?,14,还不错,老板热情
西安随缘公寓,58,"[大明宫万达/大明宫遗址公园]
凤城二路天地时代广场C座306


地图",地铁周边,3,4.9?,17,棒极了,吃饭方便
西安逸园精品酒店钟楼回民街店,187,"[钟鼓楼/回民街/市中心]
回民街教场门2号莲湖公园西门


地图",地铁周边,5,5.0?,19,棒极了,吃饭方便
西安随缘公寓,58,"[大明宫万达/大明宫遗址公园]
凤城二路天地时代广场C座306


地图",地铁周边,3,4.9?,3,棒极了,吃饭方便
西安逸园精品酒店钟楼回民街店,187,"[钟鼓楼/回民街/市中心]
回民街教场门2号莲湖公园西门


地图",地铁周边,5,5.0?,5,棒极了,吃饭方便
西安华园大酒店,125,"[城东/西京医院/小商品批发市场]
长乐西路398号


地图",地铁周边,34,2.8?,7,一般般,服务态度好
西安自由世界青年旅舍(原自由世界共享青旅龙首原地铁站店),32,"[北关/龙首村]
永祥路凯跃汇景小区2009室


地图",休闲度假,41,4.8?,8,棒极了,老板热情
西安秦华民宿,41,"[城南/小雁塔旅游区]
含光路华豪丽晶1号楼9F904


地图


街景",大学周边,17,3.8?,13,还不错,吃饭方便
西安钟楼品行公寓,237,"[钟鼓楼/回民街/市中心]
北大街宏府嘉会公寓A座1036室


地图",地铁周边,8,3.0?,20,一般般,老板热情
西安蜗客快捷酒店,709,"[雁塔区]
鱼斗路36号外事学院南区西100米


地图


街景",大学周边,389,3.8?,2,还不错,老板热情
西安都市99酒店,88,"[大雁塔/曲江旅游区]
长安南路449号丽融大厦招旅小区4单元2楼


地图


街景",地铁周边,14,3.2?,5,一般般,吃饭方便
雅居宾馆(西安康复路西京医院店)(原兴庆雅居小区店),126,"[城东/西京医院/小商品批发市场]
兴庆路兴庆雅居小区二单元101


地图


街景",地铁周边,4,3.0?,8,一般般,吃饭方便
梵谷精品公寓(西安会展中心店),185,"[电视塔/国展中心]
长安南路170号象牙公寓1号楼


地图",大学周边,13,4.2?,9,挺好哒,吃饭方便
西安红星商务宾馆,80,"[北关/龙首村]
未央路方新村北盛龙广场2号楼2单元608室


地图


街景",地铁周边,8,3.7?,10,还不错,吃饭方便
西安家庭旅馆西京公寓,57,"[城东/西京医院/小商品批发市场]
西安市新城区西京医院往东200米丹尼尔文体城2单元26楼


地图


街景",地铁周边,31,3.3?,12,一般般,吃饭方便
好佳招待所(西安青龙寺店),44,"[雁塔区]
青龙寺铁炉庙一村95号


地图


街景",地铁周边,3,1.4?,4,一般般,吃饭方便
西安蜗客快捷酒店,709,"[雁塔区]
鱼斗路36号外事学院南区西100米


地图


街景",大学周边,389,3.8?,5,还不错,老板热情
西安阳阳佳缘公寓酒店,175,"[城南/太白立交]
雁塔西路交大一附院对面阳阳国际C座21层


地图",大学周边,9,3.8?,20,还不错,吃饭方便
西安欧风假日酒店,106,"[大雁塔/曲江旅游区]
长安南路439号


地图


街景",大学周边,20,3.4?,8,一般般,地理位置好
陕西华浮宫酒店,210,"[西安高铁站火车北站/西安市政中心]
未央湖旅游开发区阳光大道


地图


街景",休闲度假,95,3.1?,10,一般般,服务态度好
西安盛和宾馆(原鹏程宾馆),66,"[纺织城]
席王村61号


地图",地铁周边,4,3.0?,12,一般般,吃饭方便
望长安客栈(西安白鹿原店),66,"[灞桥区]
白鹿原水安路101号西安汽车科技学院往北


地图


街景",浪漫情侣,23,3.0?,14,一般般,服务态度好
西安唐十三公寓(永宁村分店),360,"[小寨/历史博物馆]
西安碑林区大话南门5号楼


地图",地铁周边,52,5.0?,15,棒极了,老板热情
西安海豚公寓酒店龙首村店,96,"[北关/龙首村]
西安未央区二府庄龙首原社区3号楼1202室


地图",地铁周边,3,4.8?,18,棒极了,吃饭方便
西安驿家酒店,67,"[城东/西京医院/小商品批发市场]
民生新世界1单元803室


地图",地铁周边,8,3.7?,19,还不错,吃饭方便
